id,wd,ovbd,od,mud,sh,lithol,interc,d0,d6,d12,d18,d24,d36,d48,d60,d72,d96,d120,d144
418,1000,4000,14.75,10,700,0,0.5,-0.00057087,-0.008656538,-0.011635762,-0.013964494,-0.015968304,-0.019432982,-0.022474929,-0.025263159,-0.027880613,-0.032764691,-0.037326686,-0.04165284
419,1000,4000,14.75,12,700,0,0.5,-0.000403632,-0.002650058,-0.003379759,-0.003935947,-0.004407606,-0.005214878,-0.005920604,-0.006567424,-0.007174647,-0.008308312,-0.009366741,-0.010371732
420,1000,4000,14.75,14,700,0,0.5,-0.000236393,-0.00059166,-0.000702934,-0.000786054,-0.000856153,-0.000977386,-0.001083679,-0.001182998,-0.001276318,-0.001450454,-0.001612415,-0.001766626
421,1000,4000,12.25,10,700,0,0.5,-0.00047415,-0.007203147,-0.009688567,-0.011634557,-0.013310295,-0.01621132,-0.018762321,-0.02110415,-0.023304301,-0.027416329,-0.031262251,-0.034918223
422,1000,4000,12.25,12,700,0,0.5,-0.000335246,-0.002201168,-0.00280891,-0.003271695,-0.003664576,-0.004337159,-0.004925302,-0.005464802,-0.005969676,-0.006918745,-0.007801079,-0.008640112
423,1000,4000,12.25,14,700,0,0.5,-0.000196342,-0.000491975,-0.00058392,-0.000652838,-0.000711095,-0.000811372,-0.00090114,-0.000983528,-0.001064141,-0.00120693,-0.001344208,-0.00147085
424,2000,4000,17.5,10,700,0,0.5,-0.000651313,-0.008075311,-0.010708782,-0.012745677,-0.014485249,-0.017464366,-0.020051128,-0.022399955,-0.02458885,-0.028642599,-0.032402032,-0.035955094
425,2000,4000,17.5,12,700,0,0.5,-0.000418109,-0.001925665,-0.002393722,-0.002742679,-0.003035581,-0.003530207,-0.003956707,-0.004343852,-0.004705106,-0.005375661,-0.005998633,-0.006587829
426,2000,4000,17.5,14,700,0,0.5,-0.000184904,-0.000271748,-0.000305071,-0.000330388,-0.000351935,-0.000392401,-0.000426142,-0.000457617,-0.000487794,-0.000544301,-0.000597246,-0.000647823
427,2000,4000,14.75,10,700,0,0.5,-0.000549021,-0.006820191,-0.00905229,-0.010781032,-0.012257308,-0.01478968,-0.01699236,-0.01899427,-0.020861856,-0.024326369,-0.027545062,-0.030594376
428,2000,4000,14.75,12,700,0,0.5,-0.000352443,-0.001625804,-0.002017929,-0.002313215,-0.002560663,-0.002978762,-0.003339265,-0.003666645,-0.00397217,-0.004539415,-0.005066656,-0.005565492
429,2000,4000,14.75,14,700,0,0.5,-0.000155864,-0.000229215,-0.000257643,-0.000279026,-0.000297162,-0.000331255,-0.000359712,-0.000386136,-0.000411366,-0.000459052,-0.000503709,-0.000546301
430,2000,4000,12.25,10,700,0,0.5,-0.000456003,-0.005675779,-0.007535384,-0.008979122,-0.010211788,-0.012328159,-0.0141709,-0.015847885,-0.017414173,-0.020320447,-0.023026293,-0.02559095
431,2000,4000,12.25,12,700,0,0.5,-0.00029273,-0.001350382,-0.001676039,-0.001924242,-0.002131194,-0.002478756,-0.002778399,-0.003049493,-0.003307028,-0.003776338,-0.004218322,-0.004633941
432,2000,4000,12.25,14,700,0,0.5,-0.000129457,-0.000190545,-0.000213288,-0.000231189,-0.000246567,-0.000273181,-0.000297439,-0.000319968,-0.000341451,-0.000380866,-0.000418285,-0.000453725
433,0,500,17.5,10,700,0,2.75,-0.000171748,-0.00017763,-0.000181378,-0.000184597,-0.00018779,-0.000191961,-0.000195778,-0.000199601,-0.000202259,-0.000207609,-0.000212331,-0.000216411
434,0,500,17.5,12,700,0,2.75,-0.00012998,-0.000130855,-0.000131671,-0.000132418,-0.000133133,-0.000134453,-0.00013565,-0.000136746,-0.000137849,-0.000139676,-0.000141392,-0.000142984
435,0,500,17.5,14,700,0,2.75,-8.82E-05,-8.83E-05,-8.84E-05,-8.85E-05,-8.86E-05,-8.88E-05,-8.90E-05,-8.91E-05,-8.93E-05,-8.97E-05,-9.00E-05,-9.04E-05
436,0,500,14.75,10,700,0,2.75,-0.000144774,-0.0001496,-0.000152803,-0.000155551,-0.000158282,-0.000161833,-0.000165068,-0.000168301,-0.00017051,-0.00017496,-0.000178897,-0.000182284
437,0,500,14.75,12,700,0,2.75,-0.000109566,-0.000110273,-0.000110936,-0.000111562,-0.000112184,-0.000113258,-0.000114264,-0.000115278,-0.00011611,-0.00011777,-0.000119232,-0.000120602
438,0,500,14.75,14,700,0,2.75,-7.44E-05,-7.44E-05,-7.45E-05,-7.46E-05,-7.47E-05,-7.48E-05,-7.50E-05,-7.51E-05,-7.53E-05,-7.56E-05,-7.59E-05,-7.62E-05
439,0,500,12.25,10,700,0,2.75,-0.000120246,-0.000123919,-0.000126825,-0.000129055,-0.000131057,-0.000134489,-0.000137236,-0.000139961,-0.000141821,-0.000145646,-0.000148794,-0.000151711
440,0,500,12.25,12,700,0,2.75,-9.10E-05,-9.15E-05,-9.21E-05,-9.26E-05,-9.30E-05,-9.39E-05,-9.48E-05,-9.55E-05,-9.63E-05,-9.76E-05,-9.89E-05,-0.000100039
441,0,500,12.25,14,700,0,2.75,-6.18E-05,-6.18E-05,-6.19E-05,-6.20E-05,-6.20E-05,-6.21E-05,-6.23E-05,-6.24E-05,-6.25E-05,-6.28E-05,-6.30E-05,-6.33E-05
442,1000,500,17.5,10,700,0,2.75,-0.000145828,-0.00014672,-0.000147552,-0.000148314,-0.000149044,-0.000150389,-0.000151606,-0.000152718,-0.000153837,-0.000155675,-0.000157392,-0.000158976
443,1000,500,17.5,12,700,0,2.75,-6.93E-05,-6.93E-05,-6.93E-05,-6.93E-05,-6.93E-05,-6.94E-05,-6.94E-05,-6.94E-05,-6.95E-05,-6.96E-05,-6.96E-05,-6.97E-05
445,1000,500,14.75,10,700,0,2.75,-0.000122925,-0.000123641,-0.000124311,-0.000124942,-0.00012557,-0.000126648,-0.000127655,-0.00012867,-0.000129493,-0.000131136,-0.000132569,-0.000133904
446,1000,500,14.75,12,700,0,2.75,-5.84E-05,-5.84E-05,-5.84E-05,-5.84E-05,-5.84E-05,-5.85E-05,-5.85E-05,-5.85E-05,-5.86E-05,-5.86E-05,-5.87E-05,-5.88E-05
448,1000,500,12.25,10,700,0,2.75,-0.000102099,-0.000102651,-0.000103176,-0.000103676,-0.000104175,-0.000105056,-0.000105888,-0.000106725,-0.000107424,-0.000108814,-0.00011004,-0.000111187
449,1000,500,12.25,12,700,0,2.75,-4.85E-05,-4.85E-05,-4.85E-05,-4.85E-05,-4.85E-05,-4.86E-05,-4.86E-05,-4.86E-05,-4.86E-05,-4.87E-05,-4.87E-05,-4.88E-05
451,2000,500,17.5,10,700,0,2.75,-0.000119909,-0.000120056,-0.000120201,-0.000120347,-0.000120487,-0.000120766,-0.000121044,-0.000121304,-0.000121566,-0.000122075,-0.000122568,-0.00012304
452,2000,500,17.5,12,700,0,2.75,-8.53E-06,-8.53E-06,-8.53E-06,-8.53E-06,-8.53E-06,-8.53E-06,-8.53E-06,-8.53E-06,-8.53E-06,-8.53E-06,-8.53E-06,-8.53E-06
454,2000,500,14.75,10,700,0,2.75,-0.000101076,-0.000101194,-0.00010131,-0.000101425,-0.00010154,-0.000101763,-0.000101987,-0.0001022,-0.000102413,-0.000102828,-0.000103233,-0.000103624
455,2000,500,14.75,12,700,0,2.75,-7.19E-06,-7.19E-06,-7.19E-06,-7.19E-06,-7.19E-06,-7.19E-06,-7.19E-06,-7.19E-06,-7.19E-06,-7.19E-06,-7.19E-06,-7.19E-06
457,2000,500,12.25,10,700,0,2.75,-8.40E-05,-8.40E-05,-8.41E-05,-8.42E-05,-8.43E-05,-8.45E-05,-8.46E-05,-8.48E-05,-8.50E-05,-8.53E-05,-8.56E-05,-8.59E-05
458,2000,500,12.25,12,700,0,2.75,-5.97E-06,-5.97E-06,-5.97E-06,-5.97E-06,-5.97E-06,-5.97E-06,-5.97E-06,-5.97E-06,-5.97E-06,-5.97E-06,-5.97E-06,-5.97E-06
460,0,1666.666667,17.5,10,700,0,2.75,-0.00034887,-0.000714266,-0.000825179,-0.000903706,-0.000966759,-0.001068983,-0.00115167,-0.001222806,-0.001286065,-0.001396348,-0.001492477,-0.001578035
461,0,1666.666667,17.5,12,700,0,2.75,-0.000266494,-0.000403808,-0.00045267,-0.000484436,-0.000510649,-0.000552791,-0.000587246,-0.000616088,-0.000641899,-0.000687123,-0.000726257,-0.000761029
462,0,1666.666667,17.5,14,700,0,2.75,-0.000184118,-0.000213527,-0.000227255,-0.000237051,-0.000244974,-0.000259598,-0.000269895,-0.000278939,-0.000287078,-0.000301794,-0.000314839,-0.000326402
463,0,1666.666667,14.75,10,700,0,2.75,-0.000294078,-0.000602276,-0.00069572,-0.000761734,-0.000815395,-0.000901429,-0.00097126,-0.001031245,-0.001084535,-0.001177619,-0.001258684,-0.00133132
464,0,1666.666667,14.75,12,700,0,2.75,-0.00022464,-0.000340632,-0.000379184,-0.000407035,-0.000429303,-0.000466109,-0.000494341,-0.000518833,-0.000540968,-0.000578837,-0.000611948,-0.000641293
465,0,1666.666667,14.75,14,700,0,2.75,-0.000155202,-0.000180327,-0.00019129,-0.000199537,-0.000207435,-0.000218138,-0.000227082,-0.000234894,-0.000241909,-0.000254539,-0.000265631,-0.000275379
466,0,1666.666667,12.25,10,700,0,2.75,-0.000244254,-0.000500645,-0.000578636,-0.000632997,-0.000677365,-0.000748879,-0.000807486,-0.00085743,-0.00090158,-0.00097897,-0.0010462,-0.001106499
467,0,1666.666667,12.25,12,700,0,2.75,-0.00018658,-0.00028232,-0.00031623,-0.000338979,-0.000357548,-0.00038712,-0.000411011,-0.000431468,-0.000449921,-0.000481397,-0.000508824,-0.000533184
468,0,1666.666667,12.25,14,700,0,2.75,-0.000128907,-0.000149856,-0.000158984,-0.000165767,-0.000171245,-0.000181052,-0.000188426,-0.000194778,-0.000200507,-0.00021084,-0.000219965,-0.000228076
469,1000,1666.666667,17.5,10,700,0,2.75,-0.00032295,-0.000535994,-0.000603932,-0.000652544,-0.000690883,-0.000753263,-0.000802301,-0.000844946,-0.000882148,-0.000946863,-0.001004198,-0.001053366
470,1000,1666.666667,17.5,12,700,0,2.75,-0.000205767,-0.000239625,-0.000254675,-0.000265894,-0.000274656,-0.000290999,-0.000303895,-0.000312286,-0.000320911,-0.00033625,-0.000349603,-0.000361169
471,1000,1666.666667,17.5,14,700,0,2.75,-8.86E-05,-8.89E-05,-8.92E-05,-8.95E-05,-8.98E-05,-9.04E-05,-9.10E-05,-9.16E-05,-9.22E-05,-9.33E-05,-9.44E-05,-9.55E-05
472,1000,1666.666667,14.75,10,700,0,2.75,-0.000272229,-0.000452313,-0.000509396,-0.000550678,-0.000584181,-0.000635851,-0.000677575,-0.000713007,-0.000744453,-0.000801529,-0.000847369,-0.000889144
473,1000,1666.666667,14.75,12,700,0,2.75,-0.000173451,-0.000202437,-0.000214812,-0.000224017,-0.000231451,-0.000245127,-0.000254596,-0.000262816,-0.000270136,-0.000283196,-0.000294519,-0.000304307
474,1000,1666.666667,14.75,14,700,0,2.75,-7.47E-05,-7.49E-05,-7.52E-05,-7.55E-05,-7.57E-05,-7.62E-05,-7.67E-05,-7.72E-05,-7.77E-05,-7.86E-05,-7.96E-05,-8.05E-05
475,1000,1666.666667,12.25,10,700,0,2.75,-0.000226107,-0.000375339,-0.000423571,-0.000457959,-0.000485042,-0.000527814,-0.000562788,-0.000592106,-0.000618369,-0.000663769,-0.000702554,-0.000737422
476,1000,1666.666667,12.25,12,700,0,2.75,-0.000144064,-0.000168174,-0.000178443,-0.000186039,-0.000192177,-0.000203244,-0.000211291,-0.000218196,-0.000224359,-0.00023534,-0.000244852,-0.000253052
477,1000,1666.666667,12.25,14,700,0,2.75,-6.20E-05,-6.22E-05,-6.24E-05,-6.27E-05,-6.29E-05,-6.33E-05,-6.37E-05,-6.41E-05,-6.45E-05,-6.53E-05,-6.61E-05,-6.68E-05
478,2000,1666.666667,17.5,10,700,0,2.75,-0.00029703,-0.000430659,-0.000476775,-0.000510054,-0.00053548,-0.000577925,-0.00061115,-0.000639369,-0.000664177,-0.000707866,-0.000744202,-0.000776549
479,2000,1666.666667,17.5,12,700,0,2.75,-0.000145041,-0.000149086,-0.000151888,-0.00015433,-0.000156757,-0.000160075,-0.000163139,-0.000166202,-0.000168409,-0.000172845,-0.000176823,-0.000180323
481,2000,1666.666667,14.75,10,700,0,2.75,-0.00025038,-0.000363045,-0.000401823,-0.000429518,-0.000452351,-0.000486594,-0.000514841,-0.000539297,-0.00055972,-0.000596622,-0.000627087,-0.000654437
482,2000,1666.666667,14.75,12,700,0,2.75,-0.000122262,-0.000125459,-0.00012802,-0.000130015,-0.000131827,-0.000134977,-0.000137559,-0.000140129,-0.000141972,-0.000145679,-0.000149,-0.000151917
484,2000,1666.666667,12.25,10,700,0,2.75,-0.000207959,-0.000301873,-0.000333938,-0.000356464,-0.000374758,-0.00040399,-0.000427821,-0.000447794,-0.000465051,-0.000495688,-0.000521006,-0.000543652
485,2000,1666.666667,12.25,12,700,0,2.75,-0.000101547,-0.000104115,-0.000106145,-0.000107932,-0.00010948,-0.000112167,-0.000114393,-0.000116605,-0.000118174,-0.000121392,-0.000124101,-0.000126613
487,0,2833.333333,17.5,10,700,0,2.75,-0.000525986,-0.003221431,-0.004074399,-0.00471441,-0.00525002,-0.006147141,-0.006908554,-0.007586487,-0.008207341,-0.009335572,-0.010363795,-0.011325286
488,0,2833.333333,17.5,12,700,0,2.75,-0.000403004,-0.001476983,-0.001795411,-0.002031152,-0.002225713,-0.002548384,-0.00281995,-0.003060673,-0.003280865,-0.003681218,-0.004047283,-0.004389933
489,0,2833.333333,17.5,14,700,0,2.75,-0.00028002,-0.000585478,-0.000679768,-0.000748036,-0.000804263,-0.000896794,-0.000974751,-0.001044065,-0.001107592,-0.001224415,-0.001331975,-0.001433194
490,0,2833.333333,14.75,10,700,0,2.75,-0.000443378,-0.002717894,-0.003438797,-0.003979587,-0.004432228,-0.005191444,-0.005836292,-0.006409899,-0.006935714,-0.007891638,-0.008763508,-0.009579375
491,0,2833.333333,14.75,12,700,0,2.75,-0.00033971,-0.001244546,-0.001513947,-0.001712849,-0.001877181,-0.002149751,-0.002379056,-0.002582313,-0.002768421,-0.003106364,-0.003416337,-0.003705674
492,0,2833.333333,14.75,14,700,0,2.75,-0.000236042,-0.000493307,-0.000573222,-0.00063162,-0.00068032,-0.000758118,-0.000823431,-0.000881714,-0.000935479,-0.001034894,-0.001125249,-0.001210342
493,0,2833.333333,12.25,10,700,0,2.75,-0.000368258,-0.002260163,-0.002859051,-0.003308959,-0.003685874,-0.004317682,-0.004854144,-0.00533229,-0.005770688,-0.006568057,-0.007296085,-0.007977072
494,0,2833.333333,12.25,12,700,0,2.75,-0.000282154,-0.001034872,-0.001259685,-0.00142434,-0.001561903,-0.001788003,-0.001978551,-0.00214759,-0.002302289,-0.002583684,-0.002840753,-0.003081719
495,0,2833.333333,12.25,14,700,0,2.75,-0.000196051,-0.000410321,-0.000475985,-0.000523996,-0.000563329,-0.000628327,-0.000682692,-0.000731806,-0.00077612,-0.000858068,-0.0009335,-0.001004361
496,1000,2833.333333,17.5,10,700,0,2.75,-0.000500067,-0.002331011,-0.002886547,-0.003297721,-0.003638206,-0.00420161,-0.004672858,-0.005087466,-0.005463188,-0.006135071,-0.006734913,-0.007286388
497,1000,2833.333333,17.5,12,700,0,2.75,-0.000342277,-0.000839297,-0.000987162,-0.00109376,-0.001180663,-0.001322269,-0.001439166,-0.001542038,-0.001633516,-0.001796968,-0.001941161,-0.002074677
498,1000,2833.333333,17.5,14,700,0,2.75,-0.000184487,-0.000235748,-0.000255131,-0.00026994,-0.000282308,-0.000302589,-0.000319607,-0.000334612,-0.00034925,-0.000376084,-0.000399042,-0.000421165
499,1000,2833.333333,14.75,10,700,0,2.75,-0.000421529,-0.001968211,-0.002437314,-0.002784232,-0.003071531,-0.00354723,-0.003945502,-0.004296172,-0.004614956,-0.005182523,-0.005690126,-0.006157038
500,1000,2833.333333,14.75,12,700,0,2.75,-0.000288521,-0.000707155,-0.0008322,-0.00092279,-0.000995866,-0.001115674,-0.001214273,-0.001300261,-0.001377887,-0.001514772,-0.001637396,-0.001751345
501,1000,2833.333333,14.75,14,700,0,2.75,-0.000155513,-0.000197787,-0.000215293,-0.000228313,-0.000238283,-0.000255503,-0.000269878,-0.000282592,-0.000294327,-0.000318293,-0.000337156,-0.000355513
502,1000,2833.333333,12.25,10,700,0,2.75,-0.000350111,-0.001635365,-0.002025268,-0.002313783,-0.002552748,-0.002948547,-0.00328001,-0.003571829,-0.003836344,-0.004309639,-0.004732629,-0.00512177
503,1000,2833.333333,12.25,12,700,0,2.75,-0.000239638,-0.000587221,-0.000691296,-0.000765984,-0.000827043,-0.000926214,-0.001008369,-0.00107969,-0.001144427,-0.001259309,-0.0013618,-0.001456236
504,1000,2833.333333,12.25,14,700,0,2.75,-0.000129165,-0.000164305,-0.000178443,-0.000188839,-0.000197302,-0.000211305,-0.000226616,-0.000236318,-0.000245541,-0.000262908,-0.000279612,-0.000295097
505,2000,2833.333333,17.5,10,700,0,2.75,-0.000474147,-0.00184403,-0.002249755,-0.002547316,-0.00279224,-0.003194821,-0.003529204,-0.003821738,-0.004085358,-0.004553529,-0.004968084,-0.005346153
506,2000,2833.333333,17.5,12,700,0,2.75,-0.000281551,-0.000505056,-0.000577044,-0.000626768,-0.000667976,-0.000733142,-0.000787338,-0.000833866,-0.000875317,-0.000949251,-0.001014052,-0.001073928
507,2000,2833.333333,17.5,14,700,0,2.75,-8.90E-05,-9.02E-05,-9.13E-05,-9.25E-05,-9.35E-05,-9.57E-05,-9.78E-05,-9.97E-05,-0.000101535,-0.000105131,-0.000108552,-0.00011178
508,2000,2833.333333,14.75,10,700,0,2.75,-0.00039968,-0.001558611,-0.001900083,-0.002151071,-0.002357429,-0.002697026,-0.00297927,-0.003226304,-0.003449169,-0.00384526,-0.004195692,-0.00451533
509,2000,2833.333333,14.75,12,700,0,2.75,-0.000237332,-0.00042557,-0.000485707,-0.000527859,-0.000561927,-0.000617832,-0.000663551,-0.000702711,-0.000737949,-0.000800232,-0.000855184,-0.000906421
510,2000,2833.333333,14.75,14,700,0,2.75,-7.50E-05,-7.60E-05,-7.70E-05,-7.79E-05,-7.88E-05,-8.06E-05,-8.24E-05,-8.40E-05,-8.56E-05,-8.86E-05,-9.15E-05,-9.42E-05
511,2000,2833.333333,12.25,10,700,0,2.75,-0.000331964,-0.001294954,-0.001579685,-0.001788436,-0.001959738,-0.002242139,-0.002477028,-0.002682255,-0.002867545,-0.003196771,-0.003488504,-0.003754704
512,2000,2833.333333,12.25,12,700,0,2.75,-0.000197122,-0.000353839,-0.000403483,-0.000438935,-0.000467303,-0.000513601,-0.000551159,-0.00058385,-0.000612827,-0.000664439,-0.000710119,-0.000752096
513,2000,2833.333333,12.25,14,700,0,2.75,-6.23E-05,-6.31E-05,-6.39E-05,-6.47E-05,-6.55E-05,-6.69E-05,-6.84E-05,-6.97E-05,-7.10E-05,-7.36E-05,-7.60E-05,-7.82E-05
514,0,4000,17.5,10,700,0,2.75,-0.000703106,-0.014326429,-0.019601428,-0.023782613,-0.02742038,-0.03380508,-0.039506554,-0.044789699,-0.049777373,-0.059124348,-0.067862531,-0.076152755
515,0,4000,17.5,12,700,0,2.75,-0.000539515,-0.005484419,-0.007216788,-0.008568174,-0.00973676,-0.01178546,-0.01361812,-0.01531989,-0.016929878,-0.019956062,-0.02279806,-0.025504559
516,0,4000,17.5,14,700,0,2.75,-0.000375924,-0.001747969,-0.00218498,-0.002520516,-0.002810262,-0.003320438,-0.00377825,-0.004203734,-0.004606197,-0.005362487,-0.006071618,-0.006747203
517,0,4000,14.75,10,700,0,2.75,-0.00059268,-0.012117712,-0.016601904,-0.020164947,-0.023270821,-0.028734761,-0.033627439,-0.038171803,-0.042472188,-0.050555484,-0.058142252,-0.065363715
518,0,4000,14.75,12,700,0,2.75,-0.000454782,-0.004630397,-0.006096127,-0.007240949,-0.008231573,-0.009969796,-0.011526212,-0.01297284,-0.014342874,-0.016920653,-0.019344921,-0.02165963
519,0,4000,14.75,14,700,0,2.75,-0.000316884,-0.00147232,-0.001841169,-0.002125005,-0.00236998,-0.002801152,-0.003188484,-0.003547947,-0.003888367,-0.004527493,-0.005128108,-0.005700245
520,0,4000,12.25,10,700,0,2.75,-0.000492265,-0.010091167,-0.013841523,-0.016824761,-0.01942939,-0.024020321,-0.0281403,-0.031974229,-0.035609794,-0.042456531,-0.04890232,-0.055055234
521,0,4000,12.25,12,700,0,2.75,-0.00037773,-0.003850414,-0.005071292,-0.006025769,-0.006853055,-0.008303598,-0.009603622,-0.010812889,-0.011958712,-0.014117581,-0.016150055,-0.018091936
522,0,4000,12.25,14,700,0,2.75,-0.000263196,-0.001224145,-0.001529914,-0.001765943,-0.001969781,-0.002328536,-0.002650598,-0.002950245,-0.003233709,-0.003766038,-0.004266157,-0.004742951
523,1000,4000,17.5,10,700,0,2.75,-0.000677187,-0.010241634,-0.013752838,-0.016493314,-0.018848713,-0.022913123,-0.02647518,-0.029735222,-0.03279078,-0.038481624,-0.043780725,-0.048799234
524,1000,4000,17.5,12,700,0,2.75,-0.000478789,-0.003138989,-0.004002941,-0.004660339,-0.005218186,-0.006171835,-0.007005174,-0.00776858,-0.008485775,-0.009822038,-0.011069005,-0.012252106
525,1000,4000,17.5,14,700,0,2.75,-0.000280391,-0.000701158,-0.000832979,-0.000931169,-0.001014292,-0.001159106,-0.00128566,-0.00140122,-0.001512188,-0.001718262,-0.00191054,-0.002092537
526,1000,4000,14.75,10,700,0,2.75,-0.000570831,-0.008654222,-0.011632134,-0.013960272,-0.015963486,-0.019427145,-0.022468153,-0.025255697,-0.027872232,-0.032755515,-0.037314835,-0.041642009
527,1000,4000,14.75,12,700,0,2.75,-0.000403593,-0.002648516,-0.003378244,-0.003934023,-0.004405527,-0.005212554,-0.00591802,-0.006564629,-0.007171653,-0.008304926,-0.009362853,-0.010367456
528,1000,4000,14.75,14,700,0,2.75,-0.000236355,-0.000591233,-0.00070251,-0.000785747,-0.000855826,-0.000976969,-0.001084057,-0.001182991,-0.00127549,-0.001454468,-0.001612514,-0.00176947
529,1000,4000,12.25,10,700,0,2.75,-0.000474118,-0.007202582,-0.009687516,-0.011632398,-0.013307456,-0.0162086,-0.018758531,-0.021099294,-0.023298635,-0.027409044,-0.031255194,-0.03491113
530,1000,4000,12.25,12,700,0,2.75,-0.000335214,-0.002201053,-0.002807584,-0.00327077,-0.003663416,-0.004335685,-0.004923594,-0.005462502,-0.005968651,-0.00691406,-0.007797192,-0.008636364
531,1000,4000,12.25,14,700,0,2.75,-0.00019631,-0.000491126,-0.000583364,-0.000652462,-0.000710652,-0.00081134,-0.000899597,-0.000983134,-0.001060712,-0.001205655,-0.001340699,-0.001470766
532,2000,4000,17.5,10,700,0,2.75,-0.000651267,-0.008072679,-0.010705517,-0.012741986,-0.014480538,-0.017458843,-0.020044832,-0.022393096,-0.0245809,-0.028633507,-0.032391916,-0.035943918
533,2000,4000,17.5,12,700,0,2.75,-0.000418063,-0.001924983,-0.002390324,-0.002739717,-0.00303287,-0.003527648,-0.003954107,-0.004341173,-0.004702352,-0.005372707,-0.005995499,-0.006584502
534,2000,4000,17.5,14,700,0,2.75,-0.000184859,-0.000271622,-0.00030492,-0.00033022,-0.000351753,-0.000392183,-0.00042591,-0.000457367,-0.000487426,-0.000543933,-0.00059686,-0.000647417
535,2000,4000,14.75,10,700,0,2.75,-0.000548982,-0.006818422,-0.009048874,-0.010776054,-0.012252289,-0.014784199,-0.016985956,-0.018987699,-0.020854779,-0.024317583,-0.027535641,-0.030582823
536,2000,4000,14.75,12,700,0,2.75,-0.000352404,-0.001624065,-0.002018696,-0.002312026,-0.00255899,-0.002977092,-0.003337507,-0.003664818,-0.003970271,-0.004537312,-0.005064463,-0.005563077
537,2000,4000,14.75,14,700,0,2.75,-0.000155826,-0.000229108,-0.000257515,-0.000278881,-0.000297005,-0.000331037,-0.000359492,-0.000385733,-0.000411278,-0.000458881,-0.000503868,-0.000546345
538,2000,4000,12.25,10,700,0,2.75,-0.000455971,-0.005672617,-0.00753108,-0.00897283,-0.010205501,-0.012321869,-0.014164726,-0.01584145,-0.017406727,-0.020313824,-0.023018605,-0.02558277
539,2000,4000,12.25,12,700,0,2.75,-0.000292698,-0.001350035,-0.001676434,-0.001925625,-0.002128652,-0.002476303,-0.002778287,-0.003049485,-0.0033035,-0.003775413,-0.004214951,-0.00462917
540,2000,4000,12.25,14,700,0,2.75,-0.000129425,-0.000190168,-0.000213323,-0.000231074,-0.000246075,-0.000274389,-0.000298147,-0.000320005,-0.000340865,-0.000380457,-0.000417788,-0.000453225
541,0,500,17.5,10,700,0,5,-0.000171708,-0.00017758,-0.000181324,-0.00018454,-0.00018773,-0.000191896,-0.000195711,-0.00019953,-0.000202186,-0.000207518,-0.000212248,-0.000216325
542,0,500,17.5,12,700,0,5,-0.00012994,-0.000130812,-0.000131627,-0.000132372,-0.000133087,-0.000134404,-0.000135599,-0.000136694,-0.000137796,-0.00013962,-0.000141334,-0.000142924
543,0,500,17.5,14,700,0,5,-8.82E-05,-8.83E-05,-8.84E-05,-8.85E-05,-8.85E-05,-8.87E-05,-8.89E-05,-8.91E-05,-8.93E-05,-8.96E-05,-9.00E-05,-9.04E-05
544,0,500,14.75,10,700,0,5,-0.00014474,-0.000149559,-0.000152758,-0.000155503,-0.000158231,-0.000161779,-0.000165011,-0.000168241,-0.000170449,-0.000174895,-0.000178829,-0.000182214
545,0,500,14.75,12,700,0,5,-0.000109532,-0.000110238,-0.000110899,-0.000111523,-0.000112144,-0.000113217,-0.000114221,-0.000115234,-0.000116064,-0.000117722,-0.000119182,-0.000120551
546,0,500,14.75,14,700,0,5,-7.43E-05,-7.44E-05,-7.45E-05,-7.46E-05,-7.46E-05,-7.48E-05,-7.49E-05,-7.51E-05,-7.53E-05,-7.56E-05,-7.59E-05,-7.62E-05
547,0,500,12.25,10,700,0,5,-0.000120217,-0.000123885,-0.000126788,-0.000129014,-0.000131015,-0.000134444,-0.000137188,-0.000139911,-0.000141769,-0.000145591,-0.000148737,-0.000151652
548,0,500,12.25,12,700,0,5,-9.10E-05,-9.15E-05,-9.20E-05,-9.25E-05,-9.30E-05,-9.39E-05,-9.48E-05,-9.55E-05,-9.62E-05,-9.76E-05,-9.89E-05,-1.00E-04
549,0,500,12.25,14,700,0,5,-6.17E-05,-6.18E-05,-6.19E-05,-6.19E-05,-6.20E-05,-6.21E-05,-6.22E-05,-6.24E-05,-6.25E-05,-6.27E-05,-6.30E-05,-6.32E-05
550,1000,500,17.5,10,700,0,5,-0.000145788,-0.000146677,-0.000147508,-0.000148269,-0.000148997,-0.00015034,-0.000151555,-0.000152666,-0.000153784,-0.000155619,-0.000157335,-0.000158917
551,1000,500,17.5,12,700,0,5,-6.92E-05,-6.92E-05,-6.93E-05,-6.93E-05,-6.93E-05,-6.93E-05,-6.94E-05,-6.94E-05,-6.94E-05,-6.95E-05,-6.96E-05,-6.97E-05
553,1000,500,14.75,10,700,0,5,-0.000122891,-0.000123605,-0.000124274,-0.000124904,-0.000125531,-0.000126607,-0.000127613,-0.000128626,-0.000129448,-0.000131089,-0.00013252,-0.000133854
554,1000,500,14.75,12,700,0,5,-5.83E-05,-5.84E-05,-5.84E-05,-5.84E-05,-5.84E-05,-5.84E-05,-5.85E-05,-5.85E-05,-5.85E-05,-5.86E-05,-5.87E-05,-5.87E-05
556,1000,500,12.25,10,700,0,5,-0.00010207,-0.000102621,-0.000103145,-0.000103645,-0.000104143,-0.000105022,-0.000105853,-0.000106689,-0.000107387,-0.000108775,-0.000109999,-0.000111145
